cust_id,y_pred
1,0.01340752360203684
2,0.021368843174822853
3,0.03512181902108086
4,0.046083565677887336
5,0.11077272287784841
6,0.00839733851346464
7,0.025058410029707847
8,0.01966799019965403
9,0.053921195410582455
10,0.022006241748766957
11,0.034293404592993244
12,0.029050985242478365
13,0.04127930272662755
14,0.01577531248472916
15,0.010113629301578941
16,0.02650836019526645
17,0.06791030860114697
18,0.030185418375863183
19,0.012616325965331457
20,0.03593982146831448
21,0.05210332583474285
22,0.035000595320291296
23,0.02101507933177396
24,0.03967427780348451
25,0.016247447648819944
26,0.027082854327453994
27,0.00997556363770889
28,0.0237060395191115
29,0.0649183471553826
30,0.08153189736125405
31,0.008339260025212404
32,0.017079588420700138
33,0.034597614271532594
34,0.012222890773047045
35,0.0341034932611408
36,0.03348143524839244
37,0.00885612261631294
38,0.020340312239150372
39,0.02474744579110576
40,0.03487408860224014
41,0.04235065930404431
42,0.01063937624808697
43,0.0196488566156604
44,0.009016428531346238
45,0.01498106417325065
46,0.008449994928493857
47,0.01535138608689474
48,0.08010372894616175
49,0.026765245558387343
50,0.032824545860170654
51,0.045596251482917176
52,0.020845889995344282
53,0.03554757882600303
54,0.027943448323355612
55,0.02233550265752372
56,0.048867014308162156
57,0.0351917549269145
58,0.030287968380140886
59,0.009488993630602268
60,0.027370085536894104
61,0.039124805869479584
62,0.013339993787067878
63,0.011656976726120191
64,0.02383929947627601
65,0.028541107165094365
66,0.013977980270321298
67,0.021520189491024036
68,0.07479089653486891
69,0.04720434590501973
70,0.05032093891515188
71,0.02277861575908634
72,0.030130645121493424
73,0.0428869781736733
74,0.02375842664145389
75,0.009767296379607207
76,0.012184625970288835
77,0.009667274461139123
78,0.023816604612519374
79,0.017928608958250387
80,0.03604695567788534
81,0.00904167682440714
82,0.03854301468165058
83,0.03111777987890793
84,0.05495608410249798
85,0.0585625734165314
86,0.03539298676944596
87,0.039124835653045406
88,0.03233091715082639
89,0.07328961064480095
90,0.020672714611513814
91,0.0219645950313797
92,0.03182833626746394
93,0.018339511834391857
94,0.03267003936259709
95,0.02155098818935896
96,0.00952018636278402
97,0.010281127442502777
98,0.04768250663689384
99,0.03874392305048755
100,0.03773810878690583
101,0.036798934208043706
102,0.047174131128786344
103,0.012406125663971514
104,0.04852004247843831
105,0.010450279309567084
106,0.05462671460357559
107,0.02012392483265903
108,0.23065601686534543
109,0.010867311327038595
110,0.01670130392934798
111,0.015492543797214018
112,0.06331856806565156
113,0.04337701518591455
114,0.025831065168019408
115,0.014222817622865905
116,0.017481893914031214
117,0.01792183312399239
118,0.008667457961816854
119,0.036102063854023814
120,0.017984645220342196
121,0.008810192485213926
122,0.0437719279123167
123,0.039493594446777136
124,0.009631173097110599
125,0.009022371361270914
126,0.09486329855160823
127,0.013475540933136547
128,0.008411210142635434
129,0.03741164773689655
130,0.05188917220817279
131,0.017292925690767385
132,0.027287480207543464
133,0.07284353958127504
134,0.10873439950180923
135,0.0642681959815845
136,0.036767575212756254
137,0.05303619411147978
138,0.04738399586004526
139,0.01925217322336153
140,0.04030449232286694
141,0.035866259210039886
142,0.018905480105452052
143,0.017605929493157483
144,0.02549053567806336
145,0.05840133610426067
146,0.010878625574921832
147,0.008739953261317334
148,0.015147086396503893
149,0.12195644519270606
150,0.03603027142843
151,0.03682212510316564
152,0.037022155642212035
153,0.029270862494372715
154,0.015452249280048925
155,0.012195241163931756
156,0.0880053028441586
157,0.06645418755358215
158,0.07255869174132817
159,0.012970162745058784
160,0.05403051385366702
161,0.06421796411180482
162,0.07094190775923863
163,0.0324791678286958
164,0.059095587892102286
165,0.02978670461916042
166,0.04607552508551043
167,0.03730142360925802
168,0.013285123758838805
169,0.055809420470407906
170,0.06291288338224825
171,0.015107616211587706
172,0.025785072994101425
173,0.05869414793709763
174,0.010620184334455851
175,0.03747065597130797
176,0.015962993647972473
177,0.010829364861001004
178,0.008381794020655975
179,0.13837567270057308
180,0.012212358210975075
181,0.02683787821601907
182,0.03854996465974021
183,0.04745766882022902
184,0.013346212710350018
185,0.019712004302688643
186,0.026830730189679863
187,0.03382387077486071
188,0.0769838232515912
189,0.015572216670997646
190,0.0345270840862352
191,0.027540043813330133
192,0.016626854244350207
193,0.0108836770917517
194,0.026193557662030825
195,0.012871814042880894
196,0.02187741821542135
197,0.029903958851695032
198,0.029719744315571704
199,0.012005367035639867
200,0.031917085496046715
201,0.03343661453732923
202,0.029112469564255734
203,0.02315225946155292
204,0.008477007067694005
205,0.03867894089755967
206,0.015727257778578058
207,0.013510250886784196
208,0.06975854075821725
209,0.02783892482371915
210,0.07219437839008012
211,0.019759469962504803
212,0.027282448516540936
213,0.013829693403182942
214,0.014679330137283548
215,0.10113345314552166
216,0.019057612380217616
217,0.028747329829647887
218,0.01954829946677759
219,0.042045220004443155
220,0.014425230137807717
221,0.07312999827140396
222,0.04403522500999402
223,0.0234413547201056
224,0.052690344637203256
225,0.03294067518771941
226,0.010510110288633516
227,0.05631811193835313
228,0.022354236525441485
229,0.01818059897554883
230,0.023077409613741398
231,0.008561075590645168
232,0.03828807954688589
233,0.008205645197765234
234,0.03818543230395025
235,0.037112514090743155
236,0.009506183883957367
237,0.010233045782511632
238,0.019339442326208017
