cust_id,pred_prob
1,0.01251823587035094
2,0.0242129730882824
3,0.033271545428785264
4,0.05092809479966644
5,0.06691357856836384
6,0.008966984922014556
7,0.029019635521743803
8,0.013727577254722727
9,0.057749419215602144
10,0.017399703737837408
11,0.043746215969881014
12,0.032729653988004974
13,0.03911205086417917
14,0.014744443531836252
15,0.01112923070622755
16,0.019770121289437313
17,0.08180388492247771
18,0.024883721713490285
19,0.011650186154575918
20,0.03695805325090286
21,0.052323993069927056
22,0.03733247302353678
23,0.02311419189102422
24,0.0382432650915015
25,0.015405362777683845
26,0.029159499004014752
27,0.010723643505512203
28,0.02806703459609223
29,0.07211349067220756
30,0.08889640766778058
31,0.008858169037931903
32,0.019722661207829364
33,0.029010907726963495
34,0.010579407603574986
35,0.02847660138630232
36,0.023995779936021207
37,0.00900201585205901
38,0.022039352149014937
39,0.0253866660760097
40,0.03262194470289858
41,0.0395665238897779
42,0.010560472800920869
43,0.024292601261532355
44,0.008841535537498982
45,0.01980323854767876
46,0.008910910107339872
47,0.013013910358883957
48,0.10144177159591443
49,0.030718892661791293
50,0.03193634492176782
51,0.04768062094330288
52,0.02125506899065663
53,0.047577760807800656
54,0.027461802595395015
55,0.02001489514728993
56,0.0477326551107961
57,0.03298522927772447
58,0.025179571241562893
59,0.009588656570298046
60,0.025796075051462093
61,0.04207703088745119
62,0.013669558734348093
63,0.016498697823694033
64,0.025667892123885833
65,0.034540664090396855
66,0.020699086844266218
67,0.0194247093989243
68,0.07287567432910136
69,0.043874710598245055
70,0.07842037875028679
71,0.02470095826490835
72,0.027735191153804625
73,0.04697339669690308
74,0.024680374565223578
75,0.010702550674919951
76,0.014177084040755064
77,0.009414214743188334
78,0.026307334456658848
79,0.013525656192591258
80,0.04562876874811195
81,0.009060489079111044
82,0.037101131425421256
83,0.0313207793643649
84,0.05121572117442611
85,0.06436265031692737
86,0.03338920652229811
87,0.037239129605564456
88,0.042232778961135274
89,0.06875774966478587
90,0.02567055127509047
91,0.02140323142313251
92,0.026879831720852024
93,0.017928790980651792
94,0.03238140280471972
95,0.02152931290839334
96,0.009370379531831632
97,0.010992236168968985
98,0.05089179134452844
99,0.04509906778265075
100,0.04496665950514841
101,0.0307397682728876
102,0.03333426683890269
103,0.01416070219035019
104,0.04972811004762739
105,0.011004907342537652
106,0.055642954193084196
107,0.025332682601602017
108,0.205275672367919
109,0.011359894432240423
110,0.013684031593266017
111,0.014540370546723575
112,0.07109861371668183
113,0.04292068598679448
114,0.025213464797790647
115,0.01713151574402627
116,0.021366785435744048
117,0.021623436075527226
118,0.008964357091705814
119,0.033042015346283794
120,0.015607884153809948
121,0.009015652338837804
122,0.045519767250807495
123,0.03627381217640477
124,0.010435132664889537
125,0.008962913076345686
126,0.09554985300578049
127,0.02061040711235706
128,0.008858450124052238
129,0.03780310614282097
130,0.05500406863387037
131,0.013992092724679722
132,0.02882810932006077
133,0.06397208970540601
134,0.10664232475156683
135,0.0726876525360248
136,0.03711145011115307
137,0.049450192346575175
138,0.04738247818418996
139,0.016564605177288378
140,0.03589998840858455
141,0.037825165033881336
142,0.02046357589588012
143,0.015396828205022086
144,0.020451211398781366
145,0.054754154323886306
146,0.011902748202679045
147,0.008903835362816555
148,0.015762899352271948
149,0.13532875516476692
150,0.031060376871455568
151,0.041299545572203666
152,0.039696640209347774
153,0.027064914894407238
154,0.015700444621174703
155,0.013296581164506247
156,0.08319997053648875
157,0.07256501429453432
158,0.07232168699463462
159,0.013932518799025387
160,0.06462331481213739
161,0.06861928434567484
162,0.08787001335573298
163,0.030879800665977338
164,0.05090915265756643
165,0.022301195692981557
166,0.04330828961532174
167,0.036262288003414446
168,0.01528546173245785
169,0.05147680924828518
170,0.06517644493337194
171,0.013945511542562471
172,0.03035217725776
173,0.05695280307025132
174,0.010563228757680863
175,0.028022300864902663
176,0.013721675197265066
177,0.013988216229610745
178,0.008816642273380408
179,0.18487641703631663
180,0.01047073076626514
181,0.026156082627692607
182,0.04151001534413585
183,0.04544986633906357
184,0.014607670772770786
185,0.018162709224744188
186,0.023784815090521806
187,0.03336762075175231
188,0.08014297309759713
189,0.014409439476473855
190,0.036587841045160885
191,0.02565295054447884
192,0.022540269774685723
193,0.011362933110399208
194,0.02233375605582674
195,0.013265813264583917
196,0.02165425168478183
197,0.020232292077144134
198,0.030280029948232562
199,0.012416345618189937
200,0.021050546754805687
201,0.03173794591381256
202,0.026240208056741796
203,0.021694217286106432
204,0.0091961528331294
205,0.022072712093027597
206,0.01296821542007662
207,0.013886167686332964
208,0.0723784832161864
209,0.034906728614643355
210,0.0945645403058831
211,0.02231976953308938
212,0.020067918375154144
213,0.018262373262798344
214,0.017378977908133853
215,0.11306923464991989
216,0.022662911045294554
217,0.028628608799179712
218,0.016890468773150782
219,0.04365393425935152
220,0.013242036758102965
221,0.07695884549581575
222,0.042623358766095513
223,0.019333265590106313
224,0.050848258906365525
225,0.024448287825567704
226,0.010795724232832756
227,0.04396161850519995
228,0.022389588645879574
229,0.02412639540760513
230,0.02736557117293921
231,0.00879192203199231
232,0.032890075786575844
233,0.008793763306787777
234,0.034808662287412535
235,0.0555906238039777
236,0.010808867352480971
237,0.011488392146758238
238,0.0244778647690452
239,0.02286634400848927
240,0.05061892135704864
241,0.013112828754017718
242,0.04860565484009503
243,0.01325367294985237
244,0.008982904359539226
245,0.02099241145432468
246,0.03723610917360607
247,0.05688769669373971
248,0.0373020782559543
249,0.009266419036400048
250,0.028166863427709944
251,0.07177665440192338
252,0.00898767463138936
253,0.009005017498931166
254,0.019714986231484113
255,0.0333343007096229
256,0.02537142318540637
257,0.008967368062514669
258,0.033675719561093075
259,0.01095192670111958
260,0.011435178847930345
261,0.027064244910802483
262,0.01356011206571803
263,0.015759143699096655
264,0.011051784819016714
265,0.011402813615451398
266,0.051830333828388836
267,0.012037375434492148
268,0.04120070147636245
269,0.010798695306685518
270,0.04108980011170785
271,0.05473162476646702
272,0.016796612537033916
273,0.030574447699233724
274,0.017192458054538964
275,0.015146922662536661
276,0.12903051420240186
277,0.0417866321974039
278,0.012657453639217858
279,0.010449342714118712
280,0.025869605331183394
281,0.012797547821121883
282,0.03726493165358353
283,0.02175864759226151
284,0.015601916346385957
285,0.01126219750561669
286,0.08659021525103211
287,0.009053452659917824
288,0.06813954169709538
289,0.013316036218582177
290,0.008957013920201956
291,0.03377182017723412
292,0.02055493760106516
293,0.010370958044483777
294,0.03565087846470885
295,0.02314246562184593
296,0.10669481855328711
297,0.014264834494736797
298,0.08499217397499652
299,0.05010770669879825
300,0.013001587963336126
301,0.026058239539163676
302,0.03029540846742133
303,0.031453986760602626
304,0.13398875668601753
305,0.05985832919571156
306,0.06473621380698022
307,0.013844938629015653
308,0.021714323386525007
309,0.027955534732893906
310,0.05303755689686844
311,0.06375747222528337
312,0.01957701620829461
313,0.01543011392330594
314,0.049284522110776816
315,0.008909999754112842
316,0.021623436075527226
317,0.03716464444677893
318,0.010466657472759313
319,0.040150047843038446
320,0.025561531989465733
321,0.010992236168968985
322,0.02633309094523499
323,0.008816642273380408
324,0.012796842889985371
325,0.045118542966558865
326,0.008848298726648978
